timestamp,type,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,gps_x,gps_y,gps_z,vo_dt,vo_0,vo_1,vo_2,vo_3,vo_4,vo_5,vo_6,vo_7,vo_8,vo_9,vo_10,vo_11,lat_vel,upward_vel
1317375625.663884,OXTS_IMU,0.3552244887956438,0.1550383961574124,9.749412102523022,-0.00477067859641609,0.003257390877425735,0.06016216067429425,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375625.663884,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10005593299865723,0.9999800142491778,-0.006319038183036947,-0.00020205885324173483,0.9736961720771595,0.006319211761490634,0.999979661780416,0.0008623329186734093,0.1923431327833801,0.0001966056498294854,-0.0008635924021441279,0.9999996077776392,-0.04729509223127612,nan,nan
1317375625.773821,OXTS_IMU,0.4045609300723654,0.7268652428647365,9.942157521934572,-0.004901027372042684,-0.001193863474757592,0.06646092790300567,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375625.773821,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10993719100952148,0.9999742381859648,-0.007175006035250174,-0.0002054662346002254,0.992631663357681,0.007175098690910159,0.9999741596189187,0.00044507126266681593,0.041454304128065056,0.00020226755829348204,-0.0004465339551528771,0.999999879848226,-0.02871322592620182,nan,nan
1317375625.873814,OXTS_IMU,0.2638629957076523,-0.008677592455233963,9.918352533724013,-0.0028966249610956874,-0.00546171835931733,0.07246908116072615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375625.873814,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09999299049377441,0.9999805570432287,-0.004783383243382265,-0.004000591538406733,0.8596213852110346,0.004790520517641171,0.9999869481481537,0.001776082150584639,0.40070158896236696,0.003992044092799914,-0.0017952122745401883,0.9999904203656957,-0.30714940112934974,nan,nan
1317375625.973948,OXTS_IMU,-0.13112156594375704,0.07313816757991463,9.832862310344593,-0.005028608947440602,-0.011652480369206226,0.08673068765926256,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375625.973948,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10013389587402344,0.9999141367736291,-0.013085142085822994,-0.0007057260305531508,0.9607824586307516,0.01308535194624669,0.9999143414010119,0.0002889778594531793,-0.24572848058033125,0.0007018843416609629,-0.00029818763848773946,0.9999997092234251,0.06008298467155837,nan,nan
1317375626.083809,OXTS_IMU,1.045810666839914,0.468259873479625,9.39257726108481,-0.0020029754608709227,-0.015032531923099201,0.10836403695101747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.083809,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10986089706420898,0.999934000584304,-0.0113627525203732,-0.0016977197252462397,0.9830885126554405,0.01136243663846112,0.9999354260138582,-0.0001972395443452908,0.11167928629819979,0.0016998514741080766,0.00017793630865790543,0.9999985394262754,-0.029078979137003275,nan,nan
1317375626.183795,OXTS_IMU,0.5043608497388815,-0.2681539480961812,9.43735678265131,0.0014282585666701678,-0.009175438408544293,0.12759130447844777,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.183795,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09998607635498047,0.999912387532706,-0.013199632174589557,-0.0009934175968003326,0.9744150117677917,0.013200284014660897,0.9999126617609131,0.0006491814349493587,0.15574744453118972,0.0009847619878724423,-0.0006622378219753695,0.9999992958452898,0.029353653947741032,nan,nan
1317375626.293903,OXTS_IMU,1.175297656839891,0.9410930697620438,9.912171567097948,0.0010183102582680416,0.00020368932611225686,0.1549226980833553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.293903,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1101081371307373,0.9998705074884691,-0.01609246734636988,2.5208617142369804e-05,0.9777882648523781,0.016092462134326375,0.9998704536434939,0.00032970810359786613,0.11238538408825915,-3.0511172776029e-05,-0.00032925964581875783,0.9999999453284549,-0.03782069791730511,nan,nan
1317375626.393852,OXTS_IMU,1.1032674373641091,0.316009239391722,9.802180185930583,0.01346898942799956,0.0006596506610760894,0.1770934421476804,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.393852,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09994888305664062,0.9998241275334474,-0.018752726617845432,-0.00022158445653194087,0.982593140724165,0.018752446814812196,0.9998234099477858,-0.001222621800172374,0.046943351353716745,0.0002444728485752096,0.0012182514216422884,0.9999992280486912,-0.016282172427672353,nan,nan
1317375626.493846,OXTS_IMU,1.3863862945532472,0.3641540841526701,9.983300369122215,0.012059051066051643,0.00013852654589855762,0.1909852923661495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.493846,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09999394416809082,0.999812985432158,-0.019319753465732652,-0.000860888702360528,0.9836978958571483,0.019318048227201637,0.9998114832159744,-0.0019522281129295542,0.009201335469843808,0.0008984430810388017,0.0019352321337133265,0.9999977238384499,-0.03382469940159588,nan,nan
1317375626.603834,OXTS_IMU,0.9543961894543413,1.0732834698688567,9.636391336932038,0.001664944289444382,-0.0007001853910277449,0.21342910075477278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.603834,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10998797416687012,0.9997548896470072,-0.02213872129589402,-0.0001935330618943855,0.9609199122310077,0.02213874372125658,0.9997549043764362,8.597525876450836e-05,0.18055850452344668,0.00019158226675333807,-9.02386822045953e-05,0.9999999775772073,-0.005943743823077885,nan,nan
1317375626.703813,OXTS_IMU,0.43361099872289527,1.5909000004429938,10.033796532603526,-0.030078979222174757,-0.009286410170774813,0.23276396599351473,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.703813,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09997916221618652,0.999745606799324,-0.022428903214737565,-0.0023802891216381677,0.9343154213930305,0.02243653224379728,0.9997430649002872,0.0032258953871604577,0.2769351114038462,0.002307324503351235,-0.003278479665503089,0.999991963886739,-0.05283583389940774,nan,nan
1317375626.803794,OXTS_IMU,0.5646465954713992,0.5554480267591713,9.688504905667115,-0.04067934276021313,-0.013439499878177818,0.24687872290515084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.803794,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09998083114624023,0.9996959128130637,-0.024565232630912356,-0.002151978402742546,0.9406642655975135,0.024576630870591094,0.9996831598053386,0.005437779667194489,0.24992729870702457,0.002017716467534602,-0.005489013677775593,0.999982899632617,0.021965879225324475,nan,nan
1317375626.913933,OXTS_IMU,0.9364103649058861,-0.05236152477252826,10.343373177305835,-0.0329843933775522,-0.007466154198502827,0.26424892941325817,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375626.913933,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11013913154602051,0.9996309096689917,-0.02708336247527377,-0.0021297023280640094,0.9624203675407195,0.027089751649133145,0.9996284210979853,0.003027433954788682,0.14928273957824068,0.0020469181121979454,-0.0030840091674713514,0.9999931494892625,-0.0026562623228506,nan,nan
1317375627.013807,OXTS_IMU,0.6944240814661338,0.7012327227443625,9.988016259189827,-0.01092305159974219,-0.0059430128690230255,0.28713424460974674,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.013807,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09987401962280273,0.9995609967439331,-0.029626823477754728,-0.00025457480172936284,0.9475715442942616,0.029627124574696604,0.999560250995796,0.0012403338998569844,0.20386383435235012,0.00021771572184411302,-0.0012473314493847375,0.999999198382257,-0.0198691023603573,nan,nan
1317375627.123905,OXTS_IMU,0.3281619386764503,0.8047928795012842,9.943254727413551,-0.017386309241595555,0.004722255617917497,0.3041329600993229,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.123905,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11009788513183594,0.9994999518961748,-0.031619025301284236,-0.0002881865148909637,0.9537390265324668,0.03161925132309641,0.9994996767559721,0.0007870553040519173,0.16737924953811922,0.00026315643550529075,-0.0007957737747606711,0.9999996487470814,-0.023026485313193873,nan,nan
1317375627.223849,OXTS_IMU,0.5009918064842858,0.7561406517800214,9.276873631240695,-0.01713755416982296,0.008351587144996734,0.3192054169327806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.223849,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0999441146850586,0.9994851873557171,-0.03206897513212812,0.0009699189430940693,0.9403767846791977,0.03206653002863814,0.9994827415152872,0.00244692056038209,0.21839473098531137,-0.0010478876019596067,-0.0024145584999517417,0.9999965359096648,0.035927937727720405,nan,nan
1317375627.323798,OXTS_IMU,0.38444434936535365,0.32281375986376987,9.224839878208552,-0.018555834315615367,0.007577101135562026,0.33918611830985035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.323798,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09994888305664062,0.9999562616966077,-0.009261384101927365,0.0013043834495379111,0.36522781425246476,0.0092600735411112,0.9999566156058842,0.0010089570984715057,0.9165426333465658,-0.0013136713502442546,-0.0009968341223006918,0.9999986402895791,0.02961937825441241,nan,nan
1317375627.433997,OXTS_IMU,0.3714325203205652,1.0097983386443754,9.47009268953101,-0.02411217543982777,0.0005339142792223887,0.34205549385988865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.433997,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.110198974609375,0.999366146715728,-0.03559888753917603,-0.00015355762916116625,0.9524048223973842,0.03559903648597218,0.99936561781946,0.0010348650653352754,0.15411260737197852,0.00011662018161618068,-0.0010396753660523205,0.9999994527375246,-0.02208737526595736,nan,nan
1317375627.53374,OXTS_IMU,-0.1942174027423535,0.5353203591932776,9.383708605635364,-0.02927955108448109,-0.0008279778300750108,0.347451042878838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.53374,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09974312782287598,0.9992866686725327,-0.03775804114885392,0.0006954688153849263,0.9596869562496311,0.03775344837049134,0.9992705985798568,0.005740071918649119,0.07772603761250163,-0.0009116955235861989,-0.005709720124094126,0.999983283808693,0.07134055570401282,nan,nan
1317375627.633784,OXTS_IMU,0.41174020217207197,0.4737645886525373,9.986014790037206,-0.009574145335981905,0.00019602282947676087,0.3669980940536751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.633784,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10004401206970215,0.999306201344159,-0.03719477319143839,-0.00191424466985464,0.929584715302755,0.037189199466271215,0.9993041103423564,-0.0028738394464648677,0.2147283968578756,0.0020198046075474156,0.0028006561021944256,0.9999940383458288,-0.12343613799696329,nan,nan
1317375627.74378,OXTS_IMU,0.7974769065005752,0.20410184759266103,9.074683204710238,0.0363858356935397,-0.015345716300615792,0.3912702918109303,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.74378,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10999584197998047,0.9991649945799408,-0.04083853445643421,-0.0012357843196355244,0.9473009472193228,0.04083322720406874,0.9991577310124224,-0.0040591444283661045,0.15465810342345832,0.0014005131324631667,0.004005293558002891,0.9999909980563984,-0.028027786384431985,nan,nan
1317375627.84379,OXTS_IMU,0.6205324921652553,1.2372039496705696,10.457759715320949,0.04590909772134626,-0.008303089278563587,0.41295520786807355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.84379,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.10001015663146973,0.9989387570996562,-0.04605238223299694,-0.000732791629719433,0.9611681218583581,0.04604843120035625,0.9989280245472185,-0.00472698908312095,-0.006067134312800149,0.0009496953193921214,0.0046882282187714,0.9999885592338758,0.0635102641872343,nan,nan
1317375627.95385,OXTS_IMU,0.10896492280004551,1.7240959447652224,10.022202581169141,-0.0008543394787751076,0.021438905815350785,0.4496200765790288,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375627.95385,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11005997657775879,0.9988792600419293,-0.04724311881155657,0.0028828635941763442,0.9416416589663787,0.047241728996735906,0.9988833338537344,0.0005523482504810517,0.1460648260560803,-0.002905739382211972,-0.0004155375516581134,0.9999956919856139,0.02728964638244069,nan,nan
1317375628.053785,OXTS_IMU,0.9150279204534134,0.8335861778659397,9.653320269155333,-0.04256796408392133,0.03194746453017605,0.4814070451615091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375628.053785,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09993505477905273,0.9987126014027047,-0.05065826287281041,0.0026228661950125996,0.9372880717649752,0.05064768213163654,0.9987087362274836,0.003958948323647637,0.15125919868845406,-0.0028200331532370316,-0.003821008823443008,0.9999887235791342,0.00805084115816973,nan,nan
1317375628.153761,OXTS_IMU,0.8648286729661268,1.4293139709099343,9.555988711646448,-0.03056555075336805,0.011802357746509983,0.5039845506812561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375628.153761,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0999758243560791,0.9983907072474671,-0.05670453362222846,0.0007684944599089778,0.9488157929575225,0.056702982579907205,0.9983892368579398,0.0019246983422673764,0.05101537773317788,-0.0008763958197884988,-0.0018780245846618448,0.9999978524716608,-0.002298495709229159,nan,nan
1317375628.263747,OXTS_IMU,0.6591345044778789,0.6189826716192248,9.562760317199942,0.0019068118659311827,-0.00040320260653611297,0.5261454696552365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1317375628.263747,KITTI_VO,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1099860668182373,0.9984429020068915,-0.05577433946256772,-0.0009967659057034607,0.9365946404122716,0.055772945061930326,0.9984425126206253,-0.0013887157511101903,0.13441208097496715,0.001072668285170674,0.001330960815185605,0.9999985389653593,-0.02174434273923495,nan,nan
